og1	count	conservation	cross_species_conservation	protein_ID	og	gene_name	description	Condition_treatment	Condition_control	Strain_treatment	Strain_control	species_analyzed	logFC	AveExpr	t	P.Value	adj.P.Val	B	hit	species	complete_name
MarA	4	conserved	conserved across species	AIL17960.1	WP_000091198.1	AIL17960.1	multiple antibiotic resistance protein marA	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.633161815	18.00915482	30.18580253	4.68E-06	0.000112062	5.210134597	1	E. coli	E. coli MS346R
MarA	4	conserved	conserved across species	AIL17960.1	WP_000091198.1	AIL17960.1	multiple antibiotic resistance protein marA	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.935655822	18.16040182	46.86655179	2.09E-09	1.58E-07	12.71501855	1	E. coli	E. coli MS511R
MarA	4	conserved	conserved across species	PRZ_00353	SoxS_1	PRZ_00353	Multiple antibiotic resistance protein MarA	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	3.395712017	20.16421775	76.13666499	5.21E-08	1.08E-05	9.828304465	1	K. pneumoniae	K. pneumoniae MS530R
MarA	4	conserved	conserved across species	PRZ_00353	SoxS_1	PRZ_00353	Multiple antibiotic resistance protein MarA	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	3.129720844	20.03122216	63.25067645	7.53E-18	8.67E-16	31.48483957	1	K. pneumoniae	K. pneumoniae MS493R
MdtK	3	conserved	conserved within species	PBBIODIN_00294	MdtK	PBBIODIN_00294	Multidrug resistance protein MdtK	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.832550904	22.1506504	-45.01225303	2.65E-08	1.20E-06	10.26289636	1	K. pneumoniae	K. pneumoniae MS299R
MdtK	3	conserved	conserved within species	PBBIODIN_00294	MdtK	PBBIODIN_00294	Multidrug resistance protein MdtK	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.90700655	22.11342258	-57.63680823	2.24E-07	1.12E-05	8.376749297	1	K. pneumoniae	K. pneumoniae MS274R
MdtK	3	conserved	conserved within species	PBBIODIN_00294	MdtK	PBBIODIN_00294	Multidrug resistance protein MdtK	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.729327893	22.20226191	-49.82230859	1.78E-09	4.99E-08	12.74171542	1	K. pneumoniae	K. pneumoniae MS311R
MdtQ~~~cusC_1	3	conserved	conserved within species	PBBIODIN_00869	MdtQ~~~cusC_1	PBBIODIN_00869	Outer membrane protein OprM	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.547652563	23.29941789	38.79339295	6.02E-08	1.67E-06	9.372543953	1	K. pneumoniae	K. pneumoniae MS299R
MdtQ~~~cusC_1	3	conserved	conserved within species	PBBIODIN_00869	MdtQ~~~cusC_1	PBBIODIN_00869	Outer membrane protein OprM	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.146057312	23.09862026	29.82538369	3.78E-06	4.18E-05	5.14769105	1	K. pneumoniae	K. pneumoniae MS274R
MdtQ~~~cusC_1	3	conserved	conserved within species	PBBIODIN_00869	MdtQ~~~cusC_1	PBBIODIN_00869	Outer membrane protein OprM	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.363733309	23.20745826	46.83550581	2.63E-09	6.27E-08	12.31272046	1	K. pneumoniae	K. pneumoniae MS311R
MenB	3	conserved	conserved within species	PBBIODIN_00965	MenB	PBBIODIN_00965	"1,4-dihydroxy-2-naphthoyl-CoA synthase"	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.66758176	24.66047021	41.30320074	4.26E-08	1.42E-06	9.750375882	1	K. pneumoniae	K. pneumoniae MS299R
MenB	3	conserved	conserved within species	PBBIODIN_00965	MenB	PBBIODIN_00965	"1,4-dihydroxy-2-naphthoyl-CoA synthase"	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.472659336	24.563009	46.40478778	5.68E-07	1.61E-05	7.34841137	1	K. pneumoniae	K. pneumoniae MS274R
MenB	3	conserved	conserved within species	PBBIODIN_00965	MenB	PBBIODIN_00965	"1,4-dihydroxy-2-naphthoyl-CoA synthase"	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.431212117	24.54228539	45.73410546	3.06E-09	6.70E-08	12.14689706	1	K. pneumoniae	K. pneumoniae MS311R
MenC	4	conserved	conserved within species	PBBIODIN_00964	MenC	PBBIODIN_00964	o-succinylbenzoate synthase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.069038205	21.04868747	27.77424166	3.78E-07	4.99E-06	7.314718397	1	K. pneumoniae	K. pneumoniae MS299R
MenC	4	conserved	conserved within species	PBBIODIN_00964	MenC	PBBIODIN_00964	o-succinylbenzoate synthase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.049269101	21.03880291	25.89069142	6.93E-06	6.20E-05	4.426109039	1	K. pneumoniae	K. pneumoniae MS274R
MenC	4	conserved	conserved within species	PRZ_02483	MenC	PRZ_02483	o-succinylbenzoate synthase	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	3.254422069	17.43716587	45.61717888	4.91E-07	1.96E-05	7.550188291	1	K. pneumoniae	K. pneumoniae MS530R
MenC	4	conserved	conserved within species	PRZ_02483	MenC	PRZ_02483	o-succinylbenzoate synthase	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	3.30578147	17.46284557	72.538356	1.23E-18	4.23E-16	33.29171042	1	K. pneumoniae	K. pneumoniae MS493R
MenE	1	strain-specific	strain-specific	PBBIODIN_00963	MenE	PBBIODIN_00963	2-succinylbenzoate--CoA ligase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.003231254	18.89488605	26.73969445	6.04E-06	5.61E-05	4.591135245	1	K. pneumoniae	K. pneumoniae MS274R
MetC~~~metC_1	2	conserved	conserved within species	PRZ_02917	MetC~~~metC_1	PRZ_02917	Cystathionine beta-lyase MetC	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	-1.944014104	21.68003534	-41.58984871	7.35E-07	2.28E-05	7.103470181	1	K. pneumoniae	K. pneumoniae MS530R
MetC~~~metC_1	2	conserved	conserved within species	PRZ_02917	MetC~~~metC_1	PRZ_02917	Cystathionine beta-lyase MetC	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	-2.134290049	21.58489737	-48.64362329	2.42E-16	8.03E-15	27.94342329	1	K. pneumoniae	K. pneumoniae MS493R
MgrA~~~gpr	2	conserved	conserved within species	PRZ_02565	MgrA~~~gpr	PRZ_02565	L-glyceraldehyde 3-phosphate reductase	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	2.863268859	18.69278823	59.90512212	1.49E-07	1.18E-05	8.81126409	1	K. pneumoniae	K. pneumoniae MS530R
MgrA~~~gpr	2	conserved	conserved within species	PRZ_02565	MgrA~~~gpr	PRZ_02565	L-glyceraldehyde 3-phosphate reductase	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	2.685913812	18.6041107	54.78638012	5.03E-17	2.63E-15	29.55772665	1	K. pneumoniae	K. pneumoniae MS493R
MinC	2	conserved	conserved within species	PBBIODIN_00614	MinC	PBBIODIN_00614	Septum site-determining protein MinC	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.282755346	23.16439972	-33.22110695	1.41E-07	2.68E-06	8.425413965	1	K. pneumoniae	K. pneumoniae MS299R
MinC	2	conserved	conserved within species	PBBIODIN_00614	MinC	PBBIODIN_00614	Septum site-determining protein MinC	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.237961691	23.18679655	-42.60519272	4.80E-09	8.74E-08	11.6510429	1	K. pneumoniae	K. pneumoniae MS311R
MipA	1	strain-specific	strain-specific	MS02-S_04490	MipA	MS02-S_04490	MltA-interacting protein	nodrug	nodrug	MS366R	MS02S	Kpneumoniae_MS02	1.377129686	23.90687909	31.29461004	5.42E-07	5.60E-05	7.340323168	1	K. pneumoniae	K. pneumoniae MS366R
MkrJ~~~pdeH_1	1	strain-specific	strain-specific	PBBIODIN_01527	MkrJ~~~pdeH_1	PBBIODIN_01527	Cyclic di-GMP phosphodiesterase PdeH	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.041380495	20.72849818	-19.39288203	2.71E-06	2.04E-05	5.056634858	1	K. pneumoniae	K. pneumoniae MS299R
MlaC	2	conserved	conserved within species	MS02-S_00610	MlaC	MS02-S_00610	Intermembrane phospholipid transport system binding protein MlaC	nodrug	nodrug	MS366R	MS02S	Kpneumoniae_MS02	1.008903817	24.96551033	24.49637838	1.86E-06	0.000115326	5.988651956	1	K. pneumoniae	K. pneumoniae MS366R
MlaC	2	conserved	conserved within species	PBBIODIN_01144	MlaC	PBBIODIN_01144	putative phospholipid-binding protein MlaC	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.050944841	25.39037508	35.26055064	1.59E-08	1.91E-07	10.31498275	1	K. pneumoniae	K. pneumoniae MS311R
MlaD	2	conserved	conserved within species	MS02-S_00609	MlaD	MS02-S_00609	Intermembrane phospholipid transport system binding protein MlaD	nodrug	nodrug	MS366R	MS02S	Kpneumoniae_MS02	1.17837718	23.00280205	28.99867016	7.96E-07	7.24E-05	6.925401202	1	K. pneumoniae	K. pneumoniae MS366R
MlaD	2	conserved	conserved within species	PBBIODIN_01143	MlaD	PBBIODIN_01143	putative phospholipid ABC transporter-binding protein MlaD	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.067289604	23.44893345	27.10133656	4.33E-07	5.46E-06	7.161544426	1	K. pneumoniae	K. pneumoniae MS299R
MliC	6	conserved	conserved within species	MS02-S_01374	MliC	MS02-S_01374	Membrane-bound lysozyme inhibitor of C-type lysozyme	nodrug	nodrug	MS366R	MS02S	Kpneumoniae_MS02	2.012921783	22.31625603	50.57625191	4.80E-08	1.49E-05	9.774893082	1	K. pneumoniae	K. pneumoniae MS366R
MliC	6	conserved	conserved within species	MS25-S_00196	MliC	MS25-S_00196	Membrane-bound lysozyme inhibitor of C-type lysozyme	nodrug	nodrug	MS386R	MS25S	Kpneumoniae_MS25S	1.170558403	22.54068118	23.27083971	1.92E-07	3.68E-05	8.213448183	1	K. pneumoniae	K. pneumoniae MS386R
MliC	6	conserved	conserved within species	PBBIODIN_00268	MliC	PBBIODIN_00268	Membrane-bound lysozyme inhibitor of C-type lysozyme	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	2.302365202	23.27938892	59.79911087	5.54E-09	8.36E-07	11.89436159	1	K. pneumoniae	K. pneumoniae MS299R
MliC	6	conserved	conserved within species	PBBIODIN_00268	MliC	PBBIODIN_00268	Membrane-bound lysozyme inhibitor of C-type lysozyme	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.632343881	22.94437826	42.33201458	8.43E-07	1.88E-05	6.900416787	1	K. pneumoniae	K. pneumoniae MS274R
MliC	6	conserved	conserved within species	PBBIODIN_00268	MliC	PBBIODIN_00268	Membrane-bound lysozyme inhibitor of C-type lysozyme	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	2.245146139	23.25077939	76.3779988	1.19E-10	1.36E-08	15.60709679	1	K. pneumoniae	K. pneumoniae MS311R
MliC	6	conserved	conserved within species	PRZ_01760	MliC	PRZ_01760	Membrane-bound lysozyme inhibitor of C-type lysozyme	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.245588574	21.50293072	27.84964572	3.68E-13	4.56E-12	20.25635781	1	K. pneumoniae	K. pneumoniae MS493R
MntB_3	1	strain-specific	strain-specific	PRZ_03232	MntB_3	PRZ_03232	Manganese transport system ATP-binding protein MntB	Nx	nodrug	PRZS	PRZS	Kpneumoniae_PRZ	1.76672225	20.36983259	48.5006587	1.26E-07	0.000211212	8.394074501	1	K. pneumoniae	K. pneumoniae PRZS
MppA	3	conserved	conserved within species	PBBIODIN_04510	MppA	PBBIODIN_04510	Periplasmic murein peptide-binding protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.603013608	22.15297978	-40.36898463	4.84E-08	1.50E-06	9.61287278	1	K. pneumoniae	K. pneumoniae MS299R
MppA	3	conserved	conserved within species	PBBIODIN_04510	MppA	PBBIODIN_04510	Periplasmic murein peptide-binding protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.511579553	22.19869681	-45.40231902	6.24E-07	1.64E-05	7.24247093	1	K. pneumoniae	K. pneumoniae MS274R
MppA	3	conserved	conserved within species	PBBIODIN_04510	MppA	PBBIODIN_04510	Periplasmic murein peptide-binding protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.546991637	22.18099077	-52.4998794	1.28E-09	4.02E-08	13.10276193	1	K. pneumoniae	K. pneumoniae MS311R
MprA	2	conserved	conserved across species	P0ACR9	EmrR	mprA	Transcriptional repressor MprA	nodrug	nodrug	dmprA	BW25113	Escherichia coli (strain K12) OX=83333	-1.83443943	19.37372744	-64.63778385	2.74E-07	0.000383043	7.86714982	1	E. coli	E. coli dmprA
MprA	2	conserved	conserved across species	PBBIODIN_02609	MprA	PBBIODIN_02609	Transcriptional repressor MprA	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.009211595	22.82465274	-31.85714288	2.85E-06	3.58E-05	5.481732995	1	K. pneumoniae	K. pneumoniae MS274R
MrkA	2	conserved	conserved within species	PBBIODIN_01522	MrkA	PBBIODIN_01522	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.886535109	27.4513973	-27.42076862	4.06E-07	5.27E-06	7.234752149	1	K. pneumoniae	K. pneumoniae MS299R
MrkA	2	conserved	conserved within species	PBBIODIN_01522	MrkA	PBBIODIN_01522	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.370452607	29.07989116	37.88511472	1.36E-06	2.34E-05	6.351614039	1	K. pneumoniae	K. pneumoniae MS274R
MrkB	1	strain-specific	strain-specific	PBBIODIN_01523	MrkB	PBBIODIN_01523	putative fimbrial chaperone YadV	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.225354761	22.83657405	-26.29753841	5.11E-07	6.27E-06	6.973231047	1	K. pneumoniae	K. pneumoniae MS299R
MsrA	1	strain-specific	strain-specific	PRZ_03855	MsrA	PRZ_03855	Peptide methionine sulfoxide reductase MsrA	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.029728865	20.33114705	22.85836118	1.00E-05	0.00011158	4.075617644	1	K. pneumoniae	K. pneumoniae MS530R
MtfA	1	strain-specific	strain-specific	PRZ_02221	MtfA	PRZ_02221	Protein MtfA	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.087988881	20.17470786	25.42648616	1.21E-12	1.23E-11	18.99709873	1	K. pneumoniae	K. pneumoniae MS493R
MtlK_2~~~por_1	3	conserved	conserved within species	PBBIODIN_00899	MtlK_2~~~por_1	PBBIODIN_00899	Polyol:NADP oxidoreductase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.474566285	20.85027945	-31.47467537	1.90E-07	3.12E-06	8.092088547	1	K. pneumoniae	K. pneumoniae MS299R
MtlK_2~~~por_1	3	conserved	conserved within species	PBBIODIN_00899	MtlK_2~~~por_1	PBBIODIN_00899	Polyol:NADP oxidoreductase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.594630237	20.79024748	-39.5214824	1.13E-06	2.11E-05	6.561588066	1	K. pneumoniae	K. pneumoniae MS274R
MtlK_2~~~por_1	3	conserved	conserved within species	PBBIODIN_00899	MtlK_2~~~por_1	PBBIODIN_00899	Polyol:NADP oxidoreductase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.478604856	20.84826017	-49.45654243	1.87E-09	5.16E-08	12.69072602	1	K. pneumoniae	K. pneumoniae MS311R
MtnD	2	conserved	conserved within species	PRZ_00443	MtnD	PRZ_00443	Acireductone dioxygenase	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	2.289019129	18.92620694	47.79475111	4.00E-07	1.82E-05	7.772352019	1	K. pneumoniae	K. pneumoniae MS530R
MtnD	2	conserved	conserved within species	PRZ_00443	MtnD	PRZ_00443	Acireductone dioxygenase	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	2.450271303	19.00683303	57.2036384	2.84E-17	1.82E-15	30.13985761	1	K. pneumoniae	K. pneumoniae MS493R
MurA	1	strain-specific	strain-specific	2778_03088	MurA	2778_03088	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	nodrug	nodrug	MS72R	2778S	Abaumanii_2778	1.263270615	25.36351469	31.34575867	2.17E-19	1.24E-17	34.3929033	1	A. baumannii	A. baumannii MS72R
MurQ_1	5	conserved	conserved within species	PBBIODIN_02816	MurQ_1	PBBIODIN_02816	N-acetylmuramic acid 6-phosphate etherase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.629752076	23.71819876	38.95450285	5.89E-08	1.65E-06	9.397622213	1	K. pneumoniae	K. pneumoniae MS299R
MurQ_1	5	conserved	conserved within species	PBBIODIN_02816	MurQ_1	PBBIODIN_02816	N-acetylmuramic acid 6-phosphate etherase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.197066316	23.50185588	37.70778648	1.38E-06	2.35E-05	6.328255585	1	K. pneumoniae	K. pneumoniae MS274R
MurQ_1	5	conserved	conserved within species	PBBIODIN_02816	MurQ_1	PBBIODIN_02816	N-acetylmuramic acid 6-phosphate etherase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	2.167311974	23.98697871	74.68495442	1.37E-10	1.41E-08	15.46239798	1	K. pneumoniae	K. pneumoniae MS311R
MurQ_1	5	conserved	conserved within species	PRZ_01366	MurQ_1	PRZ_01366	N-acetylmuramic acid 6-phosphate etherase	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	2.265603682	22.95309454	30.36015812	2.91E-06	5.01E-05	5.533257936	1	K. pneumoniae	K. pneumoniae MS530R
MurQ_1	5	conserved	conserved within species	PRZ_01366	MurQ_1	PRZ_01366	N-acetylmuramic acid 6-phosphate etherase	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	2.005841144	22.82321327	43.84498467	9.52E-16	2.42E-14	26.52292126	1	K. pneumoniae	K. pneumoniae MS493R
NamA_1	2	conserved	conserved within species	PBBIODIN_00035	NamA_1	PBBIODIN_00035	NADPH dehydrogenase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.106864577	23.96770885	26.936248	4.48E-07	5.62E-06	7.12335165	1	K. pneumoniae	K. pneumoniae MS299R
NamA_1	2	conserved	conserved within species	PBBIODIN_00035	NamA_1	PBBIODIN_00035	NADPH dehydrogenase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.152345079	23.9904491	33.68539766	2.12E-08	2.27E-07	9.99020422	1	K. pneumoniae	K. pneumoniae MS311R
NarJ	3	conserved	conserved within species	MS02-S_01132	NarJ	MS02-S_01132	Nitrate reductase molybdenum cofactor assembly chaperone NarJ	nodrug	nodrug	MS366R	MS02S	Kpneumoniae_MS02	1.252508843	18.86068595	32.04143884	4.81E-07	5.22E-05	7.467539754	1	K. pneumoniae	K. pneumoniae MS366R
NarJ	3	conserved	conserved within species	PBBIODIN_00507	NarJ	PBBIODIN_00507	Nitrate reductase molybdenum cofactor assembly chaperone NarJ	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.670590404	19.65524116	-22.81497632	1.19E-05	8.46E-05	3.777280121	1	K. pneumoniae	K. pneumoniae MS274R
NarJ	3	conserved	conserved within species	PBBIODIN_00507	NarJ	PBBIODIN_00507	Nitrate reductase molybdenum cofactor assembly chaperone NarJ	Nx	nodrug	MS55S	MS55S	Kpneumoniae_MS55	-1.320099051	19.83048683	-20.57343467	5.86E-07	0.000352096	7.002186089	1	K. pneumoniae	K. pneumoniae MS55S
NarK	4	conserved	conserved within species	PBBIODIN_00510	NarK	PBBIODIN_00510	Nitrate/nitrite transporter NarK	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.156453194	19.66134824	28.27451294	3.43E-07	4.72E-06	7.426071535	1	K. pneumoniae	K. pneumoniae MS299R
NarK	4	conserved	conserved within species	PBBIODIN_00510	NarK	PBBIODIN_00510	Nitrate/nitrite transporter NarK	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.032813808	19.59952855	30.72925848	3.33E-06	3.94E-05	5.299209718	1	K. pneumoniae	K. pneumoniae MS274R
NarK	4	conserved	conserved within species	PBBIODIN_00510	NarK	PBBIODIN_00510	Nitrate/nitrite transporter NarK	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.257898929	19.71207111	42.17790607	5.11E-09	9.25E-08	11.58028785	1	K. pneumoniae	K. pneumoniae MS311R
NarK	4	conserved	conserved within species	PBBIODIN_00510	NarK	PBBIODIN_00510	Nitrate/nitrite transporter NarK	Nx	nodrug	MS55S	MS55S	Kpneumoniae_MS55	-1.020562517	18.57284038	-27.92540777	8.91E-08	0.000204631	8.49814169	1	K. pneumoniae	K. pneumoniae MS55S
NdhI	5	conserved	conserved within species	MS25-S_03416	NdhI	MS25-S_03416	"NAD(P)H-quinone oxidoreductase subunit I, chloroplastic"	Nx	nodrug	MS25S	MS25S	Kpneumoniae_MS25S	-1.538849988	22.62533224	-32.88280525	1.26E-06	0.001327256	6.416263252	1	K. pneumoniae	K. pneumoniae MS25S
NdhI	5	conserved	conserved within species	PBBIODIN_02654	NdhI	PBBIODIN_02654	"NAD(P)H-quinone oxidoreductase subunit I, chloroplastic"	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.644984445	20.70917582	15.51708949	9.09E-06	4.85E-05	3.649478377	1	K. pneumoniae	K. pneumoniae MS299R
NdhI	5	conserved	conserved within species	PBBIODIN_02654	NdhI	PBBIODIN_02654	"NAD(P)H-quinone oxidoreductase subunit I, chloroplastic"	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	3.310471059	21.54191913	103.8022334	1.79E-08	7.57E-06	10.84010891	1	K. pneumoniae	K. pneumoniae MS274R
NdhI	5	conserved	conserved within species	PBBIODIN_02654	NdhI	PBBIODIN_02654	"NAD(P)H-quinone oxidoreductase subunit I, chloroplastic"	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.047184069	20.41027563	19.6975999	6.21E-07	2.59E-06	6.150406362	1	K. pneumoniae	K. pneumoniae MS311R
NdhI	5	conserved	conserved within species	PRZ_03254	NdhI	PRZ_03254	"NAD(P)H-quinone oxidoreductase subunit I, chloroplastic"	Nx	nodrug	PRZS	PRZS	Kpneumoniae_PRZ	-1.209284422	22.12587022	-19.58254163	9.44E-06	0.00067925	4.558599252	1	K. pneumoniae	K. pneumoniae PRZS
NemA_1~~~nemA	1	strain-specific	strain-specific	PBBIODIN_00280	NemA_1~~~nemA	PBBIODIN_00280	N-ethylmaleimide reductase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.070872235	24.91797536	36.47906536	1.28E-08	1.62E-07	10.55596838	1	K. pneumoniae	K. pneumoniae MS311R
NfsA	5	conserved	conserved across species	AIL16302.1	WP_000189167.1	AIL16302.1	oxygen-insensitive NADPH nitroreductase	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.789346178	22.49515285	57.9053201	3.08E-07	4.50E-05	8.118975787	1	E. coli	E. coli MS346R
NfsA	5	conserved	conserved across species	AIL16302.1	WP_000189167.1	AIL16302.1	oxygen-insensitive NADPH nitroreductase	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.954644554	22.57780204	50.07250345	1.37E-09	1.34E-07	13.15043005	1	E. coli	E. coli MS511R
NfsA	5	conserved	conserved across species	MS02-S_03974	NfsA	MS02-S_03974	Oxygen-insensitive NADPH nitroreductase	nodrug	nodrug	MS366R	MS02S	Kpneumoniae_MS02	1.202113697	20.41960306	30.7782533	5.89E-07	5.81E-05	7.250221343	1	K. pneumoniae	K. pneumoniae MS366R
NfsA	5	conserved	conserved across species	PRZ_00685	NfsA	PRZ_00685	Oxygen-insensitive NADPH nitroreductase	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.936858636	19.41671574	43.02360857	6.34E-07	2.15E-05	7.26820519	1	K. pneumoniae	K. pneumoniae MS530R
NfsA	5	conserved	conserved across species	PRZ_00685	NfsA	PRZ_00685	Oxygen-insensitive NADPH nitroreductase	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.883025612	19.38979923	41.37859196	2.04E-15	4.64E-14	25.72771792	1	K. pneumoniae	K. pneumoniae MS493R
NfsB	6	conserved	conserved across species	AIL14673.1	WP_000351450.1	AIL14673.1	oxygen-insensitive NAD(P)H nitroreductase	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.623168042	23.59879959	54.99389592	3.83E-07	4.50E-05	7.909228403	1	E. coli	E. coli MS346R
NfsB	6	conserved	conserved across species	AIL14673.1	WP_000351450.1	AIL14673.1	oxygen-insensitive NAD(P)H nitroreductase	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.761502421	23.66796678	45.32880067	2.59E-09	1.75E-07	12.49316485	1	E. coli	E. coli MS511R
NfsB	6	conserved	conserved across species	AIL14673.1	WP_000351450.1	AIL14673.1	oxygen-insensitive NAD(P)H nitroreductase	nodrug	nodrug	MS529R	25922S	Ecoli_25922	1.041209409	23.30782027	33.81449454	2.30E-05	0.00077177	3.86433473	1	E. coli	E. coli MS529R
NfsB	6	conserved	conserved across species	PBBIODIN_04735	NfsB	PBBIODIN_04735	Oxygen-insensitive NAD(P)H nitroreductase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.091691917	20.23120586	27.73771763	3.81E-07	5.00E-06	7.306505585	1	K. pneumoniae	K. pneumoniae MS299R
NfsB	6	conserved	conserved across species	PRZ_00349	NfsB	PRZ_00349	Oxygen-insensitive NAD(P)H nitroreductase	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	3.101010997	23.93579705	51.90543716	2.79E-07	1.55E-05	8.159489858	1	K. pneumoniae	K. pneumoniae MS530R
NfsB	6	conserved	conserved across species	PRZ_00349	NfsB	PRZ_00349	Oxygen-insensitive NAD(P)H nitroreductase	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	3.037392179	23.90398764	69.98232539	1.98E-18	4.27E-16	32.82202935	1	K. pneumoniae	K. pneumoniae MS493R
